Year	Location	Name	Label	NC_Accession	Rating	Disease
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10019	LS	8.28
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10019	LS	5.5
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10019	Yield_UT	994
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10019	Yield_UT	2488
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10019	TSWV	0.286
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10019	TSWV	0.4103
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10019	SB	0.8889
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10019	SB	0.8667
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10022	LS	8.39
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10022	LS	5.5
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10022	LS	8.39
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N10022	LS	8.34
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N10022	LS	6.5
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N10022	LS	8.41
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10022	Yield_UT	2118
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10022	Yield_UT	2760
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10022	Yield_UT	1529
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N10022	Yield_UT	1911
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N10022	Yield_UT	2083
2017	LEW	ATP-L	Advanced Testing Program - Leafspot	N10022	Yield_UT	2097
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10022	TSWV	0.27
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10022	TSWV	0.2341
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N10022	TSWV	0.1053
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N10022	TSWV	0.1865
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N10022	TSWV	0.2361
2017	LEW	ATP-T	Advanced Testing Program - TSWV	N10022	TSWV	0.2293
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10022	SB	0.9697
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10022	SB	1
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10022	SB	1
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10022	SB	0.9746
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10022	SB	0.8333
2017	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10022	SB	0.95552
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10024	LS	8.94
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10024	Yield_UT	1714
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10024	TSWV	0.3785
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10024	SB	1
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10025	LS	9.06
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10025	LS	2.5
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10025	LS	6
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10025	LS	8.9
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N10025	LS	8.53
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N10025	LS	6.5
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10025	Yield_UT	1420
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10025	Yield_UT	4098
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10025	Yield_UT	2284
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10025	Yield_UT	1304
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N10025	Yield_UT	2644
2016	LEW	ATP-L	Advanced Testing Program - Leafspot	N10025	Yield_UT	2350
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10025	TSWV	0.4506
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10025	TSWV	0.281
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10025	TSWV	0.2625
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N10025	TSWV	0.1079
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N10025	TSWV	0.4073
2016	LEW	ATP-T	Advanced Testing Program - TSWV	N10025	TSWV	0.0188
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10025	SB	0.9394
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10025	SB	0.5556
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10025	SB	1
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10025	SB	1
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10025	SB	0.8937
2016	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10025	SB	0.8333
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10030	LS	8.78
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10030	LS	6.5
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10030	LS	8.61
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10030	Yield_UT	1287
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10030	Yield_UT	2405
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10030	Yield_UT	1201
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10030	TSWV	0.4426
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10030	TSWV	0.2666
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N10030	TSWV	0.2063
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10030	SB	0.9111
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10030	SB	1
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10030	SB	0.6833
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10031	LS	8.72
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10031	Yield_UT	1078
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10031	TSWV	0.3675
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10031	SB	0.7778
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10032	LS	8.61
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10032	Yield_UT	1612
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10032	TSWV	0.4327
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10032	SB	0.8159
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10034	LS	8.5
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10034	Yield_UT	1504
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10034	TSWV	0.4362
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10034	SB	0.9583
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10035	LS	8.44
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10035	Yield_UT	1175
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10035	TSWV	0.6581
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10035	SB	0.7738
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10043	LS	8.06
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10043	LS	3
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10043	LS	3.5
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10043	LS	6.89
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10043	Yield_UT	2323
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10043	Yield_UT	2731
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10043	Yield_UT	3917
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10043	Yield_UT	2258
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10043	TSWV	0.4872
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10043	TSWV	0.2508
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10043	TSWV	0.3428
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N10043	TSWV	0.1842
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10043	SB	0.8611
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10043	SB	0.5819
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10043	SB	0.9444
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10043	SB	0.9333
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10044	LS	8.67
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10044	Yield_UT	1486
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10044	TSWV	0.2435
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10044	SB	0.7857
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10047	LS	8.83
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10047	LS	2
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10047	LS	4
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10047	LS	7.86
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10047	Yield_UT	2814
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10047	Yield_UT	4107
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10047	Yield_UT	2995
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10047	Yield_UT	1536
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10047	TSWV	0.0352
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10047	TSWV	0.181
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10047	TSWV	0.176
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N10047	TSWV	0.1525
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10047	SB	0.963
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10047	SB	0.7297
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10047	SB	0.8485
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10047	SB	0.7381
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10048	LS	8.67
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10048	Yield_UT	1652
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10048	TSWV	0.2828
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10048	SB	0.9259
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10051	LS	8.11
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10051	LS	2
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10051	LS	3.5
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10051	LS	7
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10051	Yield_UT	2790
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10051	Yield_UT	2366
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10051	Yield_UT	1921
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10051	Yield_UT	2106
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10051	TSWV	0.3789
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10051	TSWV	0.0818
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10051	TSWV	0.1736
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N10051	TSWV	0.0741
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10051	SB	0.877
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10051	SB	0.6433
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10051	SB	0.6528
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10051	SB	0.8095
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10053	LS	7.5
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10053	LS	2
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10053	LS	3.5
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10053	Yield_UT	3318
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10053	Yield_UT	4302
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10053	Yield_UT	3282
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10053	TSWV	0.101
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10053	TSWV	0.1313
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10053	TSWV	0.0702
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10053	SB	1
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10053	SB	0.642
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10053	SB	0.7083
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10054	LS	8.39
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10054	Yield_UT	2254
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10054	TSWV	0.2461
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10054	SB	1
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10057	LS	8.33
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10057	Yield_UT	1605
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10057	TSWV	0.2356
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10057	SB	0.9444
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10059	LS	8.44
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10059	Yield_UT	1808
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10059	TSWV	0.3992
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10059	SB	0.9583
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10061	LS	6.06
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10061	LS	2
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10061	LS	3.5
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10061	Yield_UT	3017
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10061	Yield_UT	4069
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10061	Yield_UT	3207
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10061	TSWV	0.3724
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10061	TSWV	0.2052
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10061	TSWV	0.2449
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10061	SB	0.5333
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10061	SB	0.1942
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10061	SB	0.3831
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10061	LS	2.5
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10061	Yield_UT	4946
2010	LEW	ATP-T	Advanced Testing Program - TSWV	N10061	TSWV	0.5604
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10062	LS	2
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10062	Yield_UT	4417
2010	LEW	ATP-T	Advanced Testing Program - TSWV	N10062	TSWV	0.5027
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10063	LS	6.11
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10063	LS	2
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10063	LS	2.5
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10063	Yield_UT	2868
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10063	Yield_UT	3464
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10063	Yield_UT	2934
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10063	TSWV	0.206
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10063	TSWV	0.2004
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10063	TSWV	0.3815
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10063	SB	0.7667
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10063	SB	0.3024
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10063	SB	0.4603
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10065	LS	2
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10065	Yield_UT	5052
2010	LEW	ATP-T	Advanced Testing Program - TSWV	N10065	TSWV	0.5096
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10066	LS	2
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10066	LS	2.5
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10066	LS	2
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10066	LS	5.5
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10066	Yield_UT	5301
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10066	Yield_UT	3178
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10066	Yield_UT	3259
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10066	Yield_UT	3497
2010	LEW	ATP-T	Advanced Testing Program - TSWV	N10066	TSWV	0.6227
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10066	TSWV	0.2002
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10066	TSWV	0.2036
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N10066	TSWV	0.1047
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10066	SB	0.5952
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10066	SB	0.675
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10066	SB	0.5545
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10067	LS	2
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10067	Yield_UT	4613
2010	LEW	ATP-T	Advanced Testing Program - TSWV	N10067	TSWV	0.5058
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10068	LS	6.89
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10068	LS	2
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10068	LS	2
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10068	Yield_UT	2351
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10068	Yield_UT	4071
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10068	Yield_UT	2503
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10068	TSWV	0.2043
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10068	TSWV	0.1578
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10068	TSWV	0.1746
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10068	SB	0.7799
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10068	SB	0.6341
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10068	SB	0.6984
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10069	LS	2
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10069	Yield_UT	4583
2010	LEW	ATP-T	Advanced Testing Program - TSWV	N10069	TSWV	0.388
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10070	LS	6.33
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10070	LS	7.19
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10070	LS	2
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10070	LS	2
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10070	Yield_UT	3146
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10070	Yield_UT	2579
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10070	Yield_UT	3384
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10070	Yield_UT	3025
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10070	TSWV	0.5517
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10070	TSWV	0.1791
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10070	TSWV	0.2511
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10070	TSWV	0.1827
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10070	SB	1
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10070	SB	0.75
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10070	SB	0.5434
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10070	SB	0.6389
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10070	LS	2
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10070	Yield_UT	4704
2010	LEW	ATP-T	Advanced Testing Program - TSWV	N10070	TSWV	0.32
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10072	LS	2
2010	LEW	ATP-L	Advanced Testing Program - Leafspot	N10072	Yield_UT	4742
2010	LEW	ATP-T	Advanced Testing Program - TSWV	N10072	TSWV	0.5337
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10078	LS	7.22
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10078	LS	2.5
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10078	LS	4
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10078	LS	7.06
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N10078	LS	6.09
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10078	Yield_UT	2758
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10078	Yield_UT	3037
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10078	Yield_UT	2934
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10078	Yield_UT	2673
2015	LEW	ATP-L	Advanced Testing Program - Leafspot	N10078	Yield_UT	3499
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10078	TSWV	0.1346
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10078	TSWV	0.2395
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10078	TSWV	0.1825
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N10078	TSWV	0.1409
2015	LEW	ATP-T	Advanced Testing Program - TSWV	N10078	TSWV	0.1683
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10078	SB	0.9583
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10078	SB	0.8766
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10078	SB	0.9583
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10078	SB	0.7
2015	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10078	SB	0.9174
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10079	LS	8.11
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10079	LS	2.5
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10079	Yield_UT	2401
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10079	Yield_UT	3791
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10079	TSWV	0.1636
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10079	TSWV	0.1337
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10079	SB	0.9259
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10079	SB	0.6777
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10080	LS	8.06
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10080	LS	2.5
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10080	LS	3.5
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10080	LS	7.26
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10080	Yield_UT	1948
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10080	Yield_UT	2816
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10080	Yield_UT	3275
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10080	Yield_UT	1895
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10080	TSWV	0.4797
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10080	TSWV	0.3325
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10080	TSWV	0.2189
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N10080	TSWV	0.1462
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10080	SB	0.9091
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10080	SB	0.6109
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10080	SB	1
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10080	SB	0.875
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10081	LS	7.67
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10081	LS	2
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10081	Yield_UT	2197
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10081	Yield_UT	2845
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10081	TSWV	0.2806
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10081	TSWV	0.3624
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10081	SB	0.9259
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10081	SB	1
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10082	LS	8.28
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10082	LS	2.5
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10082	LS	5
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10082	LS	6.89
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10082	Yield_UT	2865
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10082	Yield_UT	3037
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10082	Yield_UT	3380
2014	LEW	ATP-L	Advanced Testing Program - Leafspot	N10082	Yield_UT	2155
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10082	TSWV	0.2154
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10082	TSWV	0.2556
2013	LEW	ATP-T	Advanced Testing Program - TSWV	N10082	TSWV	0.3943
2014	LEW	ATP-T	Advanced Testing Program - TSWV	N10082	TSWV	0.2384
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10082	SB	0.8974
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10082	SB	0.8098
2013	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10082	SB	0.8296
2014	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10082	SB	0.8571
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10084	LS	7.83
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10084	LS	2.5
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10084	Yield_UT	2435
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10084	Yield_UT	2010
2011	LEW	ATP-T	Advanced Testing Program - TSWV	N10084	TSWV	0.44
2012	LEW	ATP-T	Advanced Testing Program - TSWV	N10084	TSWV	0.1496
2011	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10084	SB	0.9231
2012	RMT	ATP-S	Advanced Testing Program - Sclerotinia	N10084	SB	0.9132
2011	LEW	ATP-L	Advanced Testing Program - Leafspot	N10085	LS	6.94
2012	LEW	ATP-L	Advanced Testing Program - Leafspot	N10085	LS	2
2013	LEW	ATP-L	Advanced Testing Program - Leafspot	N10085	LS	3
